Date,Open,High,Low,Close,AdjClose,Volume
2024-07-08,100.400002,100.410004,100.400002,100.410004,92.382736,3263000
2024-07-09,100.419998,100.43,100.410004,100.410004,92.382736,4508000
2024-07-10,100.43,100.440002,100.43,100.43,92.401131,4062200
2024-07-11,100.440002,100.449997,100.440002,100.449997,92.419533,4195600
2024-07-12,100.5,100.5,100.489998,100.5,92.465538,3369000
2024-07-15,100.510002,100.510002,100.5,100.5,92.465538,3615100
2024-07-16,100.519997,100.519997,100.510002,100.519997,92.483932,3622900
2024-07-17,100.529999,100.535004,100.519997,100.529999,92.493141,3822100
2024-07-18,100.540001,100.550003,100.540001,100.550003,92.511536,5291400
2024-07-19,100.589996,100.589996,100.580002,100.589996,92.548325,2993600
2024-07-22,100.610001,100.610001,100.599998,100.610001,92.56675,3386500
2024-07-23,100.620003,100.629997,100.610001,100.620003,92.575943,2829200
2024-07-24,100.629997,100.639999,100.620003,100.629997,92.585129,3474500
2024-07-25,100.650002,100.650002,100.639999,100.650002,92.603531,3521700
2024-07-26,100.68,100.690002,100.68,100.68,92.631142,3172600
2024-07-29,100.699997,100.709999,100.699997,100.709999,92.658745,3259000
2024-07-30,100.720001,100.720001,100.709999,100.709999,92.658745,4559900
2024-07-31,100.720001,100.730003,100.720001,100.720001,92.667946,7256900
2024-08-01,100.300003,100.300003,100.290001,100.300003,92.698441,11015600
2024-08-02,100.339996,100.349998,100.330002,100.349998,92.744644,7927400
2024-08-05,100.349998,100.379997,100.349998,100.360001,92.753883,8712900
2024-08-06,100.360001,100.379997,100.360001,100.379997,92.772369,5059100
2024-08-07,100.379997,100.389999,100.379997,100.379997,92.772369,4611400
2024-08-08,100.400002,100.410004,100.389999,100.410004,92.800095,3903300
2024-08-09,100.440002,100.449997,100.43,100.440002,92.82782,5548300
2024-08-12,100.459999,100.470001,100.449997,100.459999,92.846313,3845400
2024-08-13,100.480003,100.480003,100.470001,100.480003,92.864784,4782200
2024-08-14,100.489998,100.5,100.480003,100.5,92.883263,4327700
2024-08-15,100.489998,100.510002,100.489998,100.510002,92.892525,4217800
2024-08-16,100.550003,100.550003,100.540001,100.550003,92.929497,3638900
2024-08-19,100.559998,100.57,100.559998,100.559998,92.938744,3930700
2024-08-20,100.580002,100.580002,100.57,100.57,92.94799,3084200
2024-08-21,100.580002,100.599998,100.580002,100.599998,92.975708,3936000
2024-08-22,100.610001,100.610001,100.599998,100.599998,92.975708,3849100
2024-08-23,100.650002,100.650002,100.639999,100.639999,93.012672,3549900
2024-08-26,100.660004,100.669998,100.660004,100.660004,93.031158,3969000
2024-08-27,100.68,100.68,100.669998,100.669998,93.04039,2818100
2024-08-28,100.690002,100.690002,100.68,100.68,93.049652,3500800
2024-08-29,100.699997,100.709999,100.690002,100.690002,93.058876,4537700
2024-08-30,100.739998,100.75,100.739998,100.739998,93.105072,8427400
2024-09-03,100.339996,100.339996,100.330002,100.339996,93.14595,11846700
2024-09-04,100.360001,100.360001,100.349998,100.349998,93.155205,7218300
2024-09-05,100.370003,100.379997,100.360001,100.379997,93.183067,4833300
2024-09-06,100.419998,100.419998,100.410004,100.419998,93.220192,5534600
2024-09-09,100.43,100.440002,100.43,100.43,93.229477,5397400
2024-09-10,100.449997,100.449997,100.43,100.449997,93.248055,4143900
2024-09-11,100.449997,100.459999,100.449997,100.449997,93.248055,4500100
2024-09-12,100.470001,100.470001,100.459999,100.459999,93.257339,3912400
2024-09-13,100.5,100.519997,100.5,100.519997,93.313019,3465200
2024-09-16,100.519997,100.540001,100.519997,100.540001,93.331604,3571100
2024-09-17,100.550003,100.559998,100.540001,100.540001,93.331604,4452200
2024-09-18,100.559998,100.580002,100.559998,100.57,93.359444,4077700
2024-09-19,100.580002,100.599998,100.580002,100.589996,93.378006,5165800
2024-09-20,100.639999,100.639999,100.629997,100.629997,93.415146,4244800
2024-09-23,100.650002,100.660004,100.639999,100.660004,93.443001,5220900
2024-09-24,100.660004,100.669998,100.660004,100.669998,93.452263,3923500
2024-09-25,100.68,100.690002,100.669998,100.669998,93.452263,3372400
2024-09-26,100.68,100.690002,100.68,100.68,93.461578,4364400
2024-09-27,100.720001,100.730003,100.720001,100.720001,93.49868,4945400
2024-09-30,100.730003,100.739998,100.720001,100.720001,93.49868,9253100
2024-10-01,100.330002,100.330002,100.32,100.330002,93.535973,11569200
2024-10-02,100.339996,100.339996,100.330002,100.330002,93.535973,5170300
2024-10-03,100.349998,100.349998,100.339996,100.339996,93.545311,4066100
2024-10-04,100.385002,100.389999,100.379997,100.379997,93.582611,4987100
2024-10-07,100.389999,100.400002,100.389999,100.389999,93.591927,4792500
2024-10-08,100.400002,100.410004,100.400002,100.400002,93.601242,3923100
2024-10-09,100.419998,100.43,100.410004,100.419998,93.619896,4024800
2024-10-10,100.440002,100.440002,100.43,100.440002,93.638527,3731100
2024-10-11,100.480003,100.489998,100.480003,100.480003,93.675812,3778400
2024-10-14,100.480003,100.489998,100.480003,100.480003,93.675812,3297100
2024-10-15,100.5,100.5,100.489998,100.5,93.694466,3567400
2024-10-16,100.510002,100.519997,100.510002,100.519997,93.713104,3809900
2024-10-17,100.519997,100.529999,100.519997,100.519997,93.713104,3575500
2024-10-18,100.57,100.57,100.550003,100.559998,93.750412,3970200
2024-10-21,100.57,100.580002,100.57,100.580002,93.769058,3940600
2024-10-22,100.589996,100.589996,100.580002,100.589996,93.778374,3462800
2024-10-23,100.610001,100.610001,100.589996,100.589996,93.778374,3927700
2024-10-24,100.620003,100.620003,100.610001,100.620003,93.806351,3704500
2024-10-25,100.650002,100.660004,100.650002,100.660004,93.843643,5386900
2024-10-28,100.669998,100.669998,100.660004,100.660004,93.843643,3471300
2024-10-29,100.669998,100.68,100.665001,100.68,93.862289,3449900
2024-10-30,100.690002,100.699997,100.68,100.68,93.862289,7059200
2024-10-31,100.690002,100.709999,100.690002,100.699997,93.880913,11321100
2024-11-01,100.339996,100.339996,100.330002,100.339996,93.932419,13451800
2024-11-04,100.349998,100.359001,100.339996,100.349998,93.941765,5041500
2024-11-05,100.360001,100.370003,100.349998,100.370003,93.96051,4280500
2024-11-06,100.360001,100.379997,100.360001,100.370003,93.96051,9470900
2024-11-07,100.379997,100.389999,100.379997,100.389999,93.979225,6188100
2024-11-08,100.43,100.440002,100.419998,100.440002,94.026016,5624200
2024-11-11,100.43,100.440002,100.425003,100.43,94.016678,4443700
2024-11-12,100.449997,100.449997,100.440002,100.440002,94.026016,4283300
2024-11-13,100.459999,100.470001,100.449997,100.470001,94.054123,4818000
2024-11-14,100.480003,100.480003,100.470001,100.470001,94.054123,4353200
2024-11-15,100.510002,100.519997,100.510002,100.519997,94.100906,5605100
2024-11-18,100.529999,100.529999,100.519997,100.529999,94.110283,5567500
2024-11-19,100.540001,100.540001,100.529999,100.540001,94.119652,4310900
2024-11-20,100.550003,100.559998,100.540001,100.559998,94.138367,4133000
2024-11-21,100.57,100.57,100.559998,100.559998,94.138367,4410700
2024-11-22,100.589996,100.599998,100.589996,100.589996,94.166443,4343900
2024-11-25,100.599998,100.610001,100.599998,100.599998,94.175804,6020200
2024-11-26,100.620003,100.629997,100.610001,100.620003,94.194542,4586900
2024-11-27,100.639999,100.650002,100.639999,100.639999,94.213249,5909000
2024-11-29,100.68,100.690002,100.68,100.68,94.25071,6581100
2024-12-02,100.324997,100.330002,100.32,100.32,94.267616,11471800
2024-12-03,100.339996,100.339996,100.330002,100.330002,94.277016,5734100
2024-12-04,100.349998,100.360001,100.339996,100.349998,94.295815,5351100
2024-12-05,100.360001,100.370003,100.360001,100.360001,94.305191,4870100
2024-12-06,100.410004,100.410004,100.400002,100.410004,94.352188,4779000
2024-12-09,100.410004,100.419998,100.410004,100.419998,94.36158,5539800
2024-12-10,100.43,100.440002,100.43,100.440002,94.380371,5293500
2024-12-11,100.449997,100.449997,100.440002,100.440002,94.380371,4855300
